name;email;affiliation
Ramon E. Moore;Ramon.Moore@gmail.com;Massachusetts Institute of Technology
Martin Mönnigmann;Martin.Mönnigmann@gmail.com;University of Oxford
Wolfgang Marquardt;Wolfgang.Marquardt@gmail.com;UCL
Claudio Cifarelli;Claudio.Cifarelli@gmail.com;UCL
Laura Di Giacomo;Laura.Giacomo@gmail.com;Peking University
Giacomo Patrizi;Giacomo.Patrizi@gmail.com;National University of Singapore (NUS)
Diethard Klatte;Diethard.Klatte@gmail.com;The University of Edinburgh
Stanislav Busygin;Stanislav.Busygin@gmail.com;Cornell University
Alexander Barton Smith;Alexander.Smith@gmail.com;National University of Singapore (NUS)
Nikolaos V. Sahinidis;Nikolaos.Sahinidis@gmail.com;Massachusetts Institute of Technology
Mustafa Ç. Pinar;Mustafa.Pinar@gmail.com;University of Cambridge
David L. Olson;David.Olson@gmail.com;University of Pennsylvania
Laureano F. Escudero;Laureano.Escudero@gmail.com;Yale University
Paul A. Rubin;Paul.Rubin@gmail.com;The University of Edinburgh
Pierre Chardaire;Pierre.Chardaire@gmail.com;University of Cambridge
Abdel Lisser;Abdel.Lisser@gmail.com;University of Chicago
Ho Ki Fung;Ho.Fung@gmail.com;National University of Singapore (NUS)
André L. Tits;André.Tits@gmail.com;National University of Singapore (NUS)
Georgios E. Stavroulakis;Georgios.Stavroulakis@gmail.com;Harvard University
Clayton W. Commander;Clayton.Commander@gmail.com;Cornell University
Michelle A. Ragle;Michelle.Ragle@gmail.com;University of Chicago
Joseph C. Dunn;Joseph.Dunn@gmail.com;University of Chicago
Daniel Kobler;Daniel.Kobler@gmail.com;EPFL
Laurence C. Dixon;Laurence.Dixon@gmail.com;EPFL
Immanuel M. Bomze;Immanuel.Bomze@gmail.com;California Institute of Technology
William V. Gehrlein;William.Gehrlein@gmail.com;Yale University
George Isac;George.Isac@gmail.com;ETH Zurich
O. Erhun Kundakcioglu;O..Kundakcioglu@gmail.com;Politecnico di Milano
Saed Alizamir;Saed.Alizamir@gmail.com;Politecnico di Milano
Claire S. Adjiman;Claire.Adjiman@gmail.com;Massachusetts Institute of Technology
Hoang Tuy;Hoang.Tuy@gmail.com;UCL
Ya-Ju Fan;Ya-Ju.Fan@gmail.com;Harvard University
Wanpracha Art Chaovalitwongse;Wanpracha.Chaovalitwongse@gmail.com;Imperial College London
Claus Still;Claus.Still@gmail.com;Stanford University
Tapio Westerlund;Tapio.Westerlund@gmail.com;Stanford University
Paola Festa;Paola.Festa@gmail.com;Harvard University
Timothy J. Lowe;Timothy.Lowe@gmail.com;National University of Singapore (NUS)
Vivek Dua;Vivek.Dua@gmail.com;University of Chicago
Efstratios N. Pistikopoulos;Efstratios.Pistikopoulos@gmail.com;Massachusetts Institute of Technology
Victor Korotkikh;Victor.Korotkikh@gmail.com;ETH Zurich
Leyuan Shi;Leyuan.Shi@gmail.com;Tsinghua University
Sigurdur Ólafsson;Sigurdur.Ólafsson@gmail.com;Tsinghua University
Steffen Rebennack;Steffen.Rebennack@gmail.com;The University of Edinburgh
Shmuel Onn;Shmuel.Onn@gmail.com;The University of Edinburgh
Kurt Marti;Kurt.Marti@gmail.com;ETH Zurich
Yuri M. Ermoliev;Yuri.Ermoliev@gmail.com;The University of Edinburgh
John E. Beasley;John.Beasley@gmail.com;Tsinghua University
Salvador Nieto Sánchez;Salvador.Sánchez@gmail.com;Tsinghua University
Evangelos Triantaphyllou;Evangelos.Triantaphyllou@gmail.com;Stanford University
Hubertus Th. Jongen;Hubertus.Jongen@gmail.com;Princeton University
Jan-J. Rückmann;Jan-J..Rückmann@gmail.com;The University of Edinburgh
Oliver Stein;Oliver.Stein@gmail.com;Massachusetts Institute of Technology
Eva K. Lee;Eva.Lee@gmail.com;Tsinghua University
Kapil Gupta;Kapil.Gupta@gmail.com;University of Pennsylvania
Ioannis P. Androulakis;Ioannis.Androulakis@gmail.com;EPFL
Alberto Cambini;Alberto.Cambini@gmail.com;University of Oxford
Laura Martein;Laura.Martein@gmail.com;Stanford University
Hossein Mohebi;Hossein.Mohebi@gmail.com;Harvard University
Tony Hürlimann;Tony.Hürlimann@gmail.com;University of Oxford
Gabriele E. Danninger-Uchida;Gabriele.Danninger-Uchida@gmail.com;California Institute of Technology
Shane Dye;Shane.Dye@gmail.com;EPFL
Yuko Okamoto;Yuko.Okamoto@gmail.com;ETH Zurich
Magdalene Marinaki;Magdalene.Marinaki@gmail.com;Peking University
Panos Parpas;Panos.Parpas@gmail.com;Peking University
Berç Rustem;Berç.Rustem@gmail.com;Tsinghua University
Rein Luus;Rein.Luus@gmail.com;University of Pennsylvania
Munawar A. Shaik;Munawar.Shaik@gmail.com;Massachusetts Institute of Technology
Werner Krabs;Werner.Krabs@gmail.com;Politecnico di Milano
John E. Mitchell;John.Mitchell@gmail.com;Imperial College London
Ismail Capar;Ismail.Capar@gmail.com;Peking University
Burak Eksioglu;Burak.Eksioglu@gmail.com;EPFL
Riho Lepp;Riho.Lepp@gmail.com;University of Chicago
Shabbir Ahmed;Shabbir.Ahmed@gmail.com;California Institute of Technology
Andrew T. Phillips;Andrew.Phillips@gmail.com;Cornell University
Hans van Maaren;Hans.Maaren@gmail.com;Harvard University
Caroline N. Haddad;Caroline.Haddad@gmail.com;National University of Singapore (NUS)
Henry Wolkowicz;Henry.Wolkowicz@gmail.com;Yale University
Andreas Enge;Andreas.Enge@gmail.com;Harvard University
Ananth Grama;Ananth.Grama@gmail.com;UCL
Vipin Kumar;Vipin.Kumar@gmail.com;EPFL
Erika J. Short;Erika.Short@gmail.com;Peking University
Oleg V. Shylo;Oleg.Shylo@gmail.com;Peking University
Tsung-Lin Wu;Tsung-Lin.Wu@gmail.com;Politecnico di Milano
Sandra Duni Eksioglu;Sandra.Eksioglu@gmail.com;University of Chicago
R. Baker Kearfott;R..Kearfott@gmail.com;UCL
Musa A. Mammadov;Musa.Mammadov@gmail.com;California Institute of Technology
Udaya Bhaskar Vemulapati;Udaya.Vemulapati@gmail.com;California Institute of Technology
Neculai Andrei;Neculai.Andrei@gmail.com;Harvard University
Nguyen V. Thoai;Nguyen.Thoai@gmail.com;Princeton University
Cynthia Barnhart;Cynthia.Barnhart@gmail.com;Cornell University
Niranjan Krishnan;Niranjan.Krishnan@gmail.com;Massachusetts Institute of Technology
Pamela H. Vance;Pamela.Vance@gmail.com;Peking University
Arif Volkan Vural;Arif.Vural@gmail.com;Politecnico di Milano
Richard W. Eglese;Richard.Eglese@gmail.com;Stanford University
Adam N. Letchford;Adam.Letchford@gmail.com;University of Oxford
Tammy Drezner;Tammy.Drezner@gmail.com;National University of Singapore (NUS)
Graham Wood;Graham.Wood@gmail.com;Harvard University
V. Jeyakumar;V..Jeyakumar@gmail.com;Princeton University
Thomas Erlebach;Thomas.Erlebach@gmail.com;University of Oxford
Klaus Jansen;Klaus.Jansen@gmail.com;Imperial College London
Christos Kaklamanis;Christos.Kaklamanis@gmail.com;Politecnico di Milano
Giuseppe Persiano;Giuseppe.Persiano@gmail.com;Stanford University
Chrysovalantis Gaganis;Chrysovalantis.Gaganis@gmail.com;Imperial College London
S. T. Harding;S..Harding@gmail.com;University of Oxford
Marianthi G. Ierapetritou;Marianthi.Ierapetritou@gmail.com;Princeton University
Maarten H. van der Vlerk;Maarten.Vlerk@gmail.com;University of Pennsylvania
Helmut Maier;Helmut.Maier@gmail.com;UCL
Petros Xanthopoulos;Petros.Xanthopoulos@gmail.com;University of Oxford
Emilio Spedicato;Emilio.Spedicato@gmail.com;Politecnico di Milano
John L. G. Board;John.Board@gmail.com;Princeton University
Charles M. S. Sutcliffe;Charles.Sutcliffe@gmail.com;Princeton University
William T. Ziemba;William.Ziemba@gmail.com;UCL
Robert Murphey;Robert.Murphey@gmail.com;Peking University
Dietmar Cieslik;Dietmar.Cieslik@gmail.com;Stanford University
Mohit Tawarmalani;Mohit.Tawarmalani@gmail.com;University of Oxford
Mauricio G. C. Resende;Mauricio.Resende@gmail.com;Stanford University
Gino J. Lim;Gino.Lim@gmail.com;Stanford University
Laura C. Lancaster;Laura.Lancaster@gmail.com;The University of Edinburgh
Nicolas Hadjisavvas;Nicolas.Hadjisavvas@gmail.com;University of Oxford
Lawrence J. Hubert;Lawrence.Hubert@gmail.com;UCL
Phipps Arabie;Phipps.Arabie@gmail.com;University of Pennsylvania
Jacqueline J. Meulman;Jacqueline.Meulman@gmail.com;Cornell University
James M. Calvin;James.Calvin@gmail.com;University of Cambridge
Costas D. Maranas;Costas.Maranas@gmail.com;Princeton University
Bruce D. Craven;Bruce.Craven@gmail.com;EPFL
Adil M. Bagirov;Adil.Bagirov@gmail.com;National University of Singapore (NUS)
Michel Minoux;Michel.Minoux@gmail.com;Yale University
Ulf Brännlund;Ulf.Brännlund@gmail.com;University of Oxford
Hanif D. Sherali;Hanif.Sherali@gmail.com;University of Chicago
Leo Liberti;Leo.Liberti@gmail.com;ETH Zurich
Kaj Holmberg;Kaj.Holmberg@gmail.com;University of Chicago
Rubem P. Mondaini;Rubem.Mondaini@gmail.com;University of Pennsylvania
Tamás Terlaky;Tamás.Terlaky@gmail.com;Tsinghua University
Gang Yu;Gang.Yu@gmail.com;Princeton University
Benjamin G. Thengvall;Benjamin.Thengvall@gmail.com;Princeton University
John L. Klepeis;John.Klepeis@gmail.com;EPFL
Dimitrios Hatzinakos;Dimitrios.Hatzinakos@gmail.com;University of Oxford
Stephen A. Vavasis;Stephen.Vavasis@gmail.com;University of Oxford
Dimitri P. Bertsekas;Dimitri.Bertsekas@gmail.com;Massachusetts Institute of Technology
Karl Frauendorfer;Karl.Frauendorfer@gmail.com;National University of Singapore (NUS)
Michael Schürle;Michael.Schürle@gmail.com;Peking University
Jack Brimberg;Jack.Brimberg@gmail.com;Tsinghua University
George O. Wesolowsky;George.Wesolowsky@gmail.com;EPFL
Carl A. Schweiger;Carl.Schweiger@gmail.com;University of Oxford
Jonas Mockus;Jonas.Mockus@gmail.com;Princeton University
Herbert Fischer;Herbert.Fischer@gmail.com;University of Pennsylvania
Wei Xie;Wei.Xie@gmail.com;California Institute of Technology
Horst W. Hamacher;Horst.Hamacher@gmail.com;UCL
Stefan Nickel;Stefan.Nickel@gmail.com;California Institute of Technology
Arturo Cervantes;Arturo.Cervantes@gmail.com;Imperial College London
Lorenz T. Biegler;Lorenz.Biegler@gmail.com;Cornell University
Vasant A. Ubhaya;Vasant.Ubhaya@gmail.com;The University of Edinburgh
Alexander Reinefeld;Alexander.Reinefeld@gmail.com;ETH Zurich
Alexander Shapiro;Alexander.Shapiro@gmail.com;EPFL
Pekka J. Korhonen;Pekka.Korhonen@gmail.com;University of Oxford
François V. Louveaux;François.Louveaux@gmail.com;University of Chicago
John R. Birge;John.Birge@gmail.com;University of Chicago
Daniel Goeleven;Daniel.Goeleven@gmail.com;EPFL
Dumitru Motreanu;Dumitru.Motreanu@gmail.com;University of Oxford
Euripidis Mistakidis;Euripidis.Mistakidis@gmail.com;Politecnico di Milano
Claudia A. Sagastizábal;Claudia.Sagastizábal@gmail.com;Stanford University
Vetle I. Torvik;Vetle.Torvik@gmail.com;Princeton University
Marco Paukert;Marco.Paukert@gmail.com;University of Oxford
Claudia Niederée;Claudia.Niederée@gmail.com;Peking University
Matthias Hemmje;Matthias.Hemmje@gmail.com;Stanford University
Ettore Bolisani;Ettore.Bolisani@gmail.com;Princeton University
Enrico Scarso;Enrico.Scarso@gmail.com;University of Chicago
Clyde W. Holsapple;Clyde.Holsapple@gmail.com;Peking University
Kshiti D. Joshi;Kshiti.Joshi@gmail.com;Cornell University
Patrick Fong;Patrick.Fong@gmail.com;Massachusetts Institute of Technology
Kam Vat;Kam.Vat@gmail.com;University of Oxford
Suzanne Zyngier;Suzanne.Zyngier@gmail.com;University of Pennsylvania
George Tovstiga;George.Tovstiga@gmail.com;UCL
Len Korot;Len.Korot@gmail.com;University of Oxford
Leo-Paul Dana;Leo-Paul.Dana@gmail.com;California Institute of Technology
Gerard McElwee;Gerard.McElwee@gmail.com;National University of Singapore (NUS)
Rafael Andreu;Rafael.Andreu@gmail.com;Cornell University
Sandra Sieber;Sandra.Sieber@gmail.com;Yale University
David T. Croasdell;David.Croasdell@gmail.com;University of Oxford
Y. Ken Wang;Y..Wang@gmail.com;Princeton University
Steve Woods;Steve.Woods@gmail.com;Cornell University
Steve Poteet;Steve.Poteet@gmail.com;California Institute of Technology
Anne Kao;Anne.Kao@gmail.com;Yale University
Lesley Quach;Lesley.Quach@gmail.com;Princeton University
Dieter Fink;Dieter.Fink@gmail.com;The University of Edinburgh
Georg Disterer;Georg.Disterer@gmail.com;California Institute of Technology
Murray Jennex;Murray.Jennex@gmail.com;Imperial College London
Roy Williams;Roy.Williams@gmail.com;University of Pennsylvania
Maris G. Martinsons;Maris.Martinsons@gmail.com;Harvard University
Robert M. Davison;Robert.Davison@gmail.com;University of Chicago
Daniel Andriessen;Daniel.Andriessen@gmail.com;Stanford University
Mark E. Nissen;Mark.Nissen@gmail.com;National University of Singapore (NUS)
Raymond E. Levitt;Raymond.Levitt@gmail.com;Imperial College London
Tom Butler;Tom.Butler@gmail.com;Imperial College London
H. Hsu;H..Hsu@gmail.com;Peking University
Kees Boersma;Kees.Boersma@gmail.com;California Institute of Technology
Sytze Kingma;Sytze.Kingma@gmail.com;Peking University
Sueh Ing Su;Sueh.Su@gmail.com;National University of Singapore (NUS)
Raymond Chiong;Raymond.Chiong@gmail.com;California Institute of Technology
Fernando Ferri;Fernando.Ferri@gmail.com;University of Oxford
Patrizia Grifoni;Patrizia.Grifoni@gmail.com;Tsinghua University
Pankaj Kamthan;Pankaj.Kamthan@gmail.com;Politecnico di Milano
Hsueh-Ieng Pai;Hsueh-Ieng.Pai@gmail.com;Yale University
Daniel W. Gillman;Daniel.Gillman@gmail.com;Harvard University
Frank Farance;Frank.Farance@gmail.com;University of Oxford
Raul M. Abril;Raul.Abril@gmail.com;Yale University
Irma Becerra-Fernandez;Irma.Becerra-Fernandez@gmail.com;Peking University
Rajiv Sabherwal;Rajiv.Sabherwal@gmail.com;National University of Singapore (NUS)
Dongming Xu;Dongming.Xu@gmail.com;National University of Singapore (NUS)
Huaiqing Wang;Huaiqing.Wang@gmail.com;University of Chicago
Ilan Oshri;Ilan.Oshri@gmail.com;Peking University
Rose Dieng-Kuntz;Rose.Dieng-Kuntz@gmail.com;Imperial College London
Doron Tauber;Doron.Tauber@gmail.com;Princeton University
David G. Schwartz;David.Schwartz@gmail.com;University of Oxford
George Tsekouras;George.Tsekouras@gmail.com;National University of Singapore (NUS)
George Roussos;George.Roussos@gmail.com;Stanford University
Juan Real;Juan.Real@gmail.com;Peking University
Antonio Leal;Antonio.Leal@gmail.com;Yale University
Jose Roldan;Jose.Roldan@gmail.com;National University of Singapore (NUS)
Kathleen Greenaway;Kathleen.Greenaway@gmail.com;University of Pennsylvania
David Vuong;David.Vuong@gmail.com;National University of Singapore (NUS)
Tommaso Di Noia;Tommaso.Noia@gmail.com;University of Oxford
Marina Mongiello;Marina.Mongiello@gmail.com;California Institute of Technology
Forrest Shull;Forrest.Shull@gmail.com;Yale University
Raimund L. Feldmann;Raimund.Feldmann@gmail.com;California Institute of Technology
Michelle Shaw;Michelle.Shaw@gmail.com;Yale University
Michelle Lambert;Michelle.Lambert@gmail.com;University of Oxford
Brook Manville;Brook.Manville@gmail.com;University of Oxford
Rajesh Natarajan;Rajesh.Natarajan@gmail.com;University of Pennsylvania
B. Shekar;B..Shekar@gmail.com;National University of Singapore (NUS)
Kiku Jones;Kiku.Jones@gmail.com;Cornell University
Ian Douglas;Ian.Douglas@gmail.com;California Institute of Technology
Helen Hasan;Helen.Hasan@gmail.com;California Institute of Technology
Gian Zarri;Gian.Zarri@gmail.com;California Institute of Technology
Shiraj Khan;Shiraj.Khan@gmail.com;University of Oxford
Auroop Ganguly;Auroop.Ganguly@gmail.com;Yale University
Amar Gupta;Amar.Gupta@gmail.com;Peking University
Rick L. Wilson;Rick.Wilson@gmail.com;California Institute of Technology
Peter A. Rosen;Peter.Rosen@gmail.com;California Institute of Technology
Mohammad Al-Ahmadi;Mohammad.Al-Ahmadi@gmail.com;UCL
Z. Ma;Z..Ma@gmail.com;University of Pennsylvania
John Sparrow;John.Sparrow@gmail.com;Imperial College London
Christie M. Fuller;Christie.Fuller@gmail.com;EPFL
Karen Corral;Karen.Corral@gmail.com;Cornell University
Ryan C. LaBrie;Ryan.LaBrie@gmail.com;Stanford University
Robert D. St. Louis;Robert.Louis@gmail.com;ETH Zurich
Shyamala Sivakumar;Shyamala.Sivakumar@gmail.com;University of Cambridge
Phillip Ein-Dor;Phillip.Ein-Dor@gmail.com;University of Oxford
Rodrigo Baroni de Carvalho;Rodrigo.Carvalho@gmail.com;Harvard University
Marta Araújo Tavares Ferreira;Marta.Ferreira@gmail.com;Peking University
Jürgen Brock;Jürgen.Brock@gmail.com;Stanford University
Yu Zhou;Yu.Zhou@gmail.com;Peking University
Jeremy Aarons;Jeremy.Aarons@gmail.com;California Institute of Technology
Guy A. Boy;Guy.Boy@gmail.com;ETH Zurich
Yvonne Barnard;Yvonne.Barnard@gmail.com;Yale University
Franz Hofer;Franz.Hofer@gmail.com;University of Oxford
Scott Paquette;Scott.Paquette@gmail.com;National University of Singapore (NUS)
Viviane Farias da Costa;Viviane.Costa@gmail.com;University of Chicago
Jonice Oliveira;Jonice.Oliveira@gmail.com;University of Cambridge
Jano Moreira de Souza;Jano.Souza@gmail.com;Politecnico di Milano
Geraldine Ryan;Geraldine.Ryan@gmail.com;Tsinghua University
Edward Shinnick;Edward.Shinnick@gmail.com;National University of Singapore (NUS)
Shambhu J. Upadhyaya;Shambhu.Upadhyaya@gmail.com;Stanford University
H. Raghav Rao;H..Rao@gmail.com;Yale University
G. Padmanabhan;G..Padmanabhan@gmail.com;The University of Edinburgh
Kerry Tanner;Kerry.Tanner@gmail.com;ETH Zurich
Atreyi Kankanhalli;Atreyi.Kankanhalli@gmail.com;California Institute of Technology
Bernard C. Y. Tan;Bernard.Tan@gmail.com;Massachusetts Institute of Technology
Kwok Kee Wei;Kwok.Wei@gmail.com;University of Oxford
Zuopeng Zhang;Zuopeng.Zhang@gmail.com;Peking University
William M. Farmer;William.Farmer@gmail.com;Yale University
Martin J. Eppler;Martin.Eppler@gmail.com;University of Chicago
Remo Aslak Burkhard;Remo.Burkhard@gmail.com;National University of Singapore (NUS)
Volker Derballa;Volker.Derballa@gmail.com;UCL
Key Pousttchi;Key.Pousttchi@gmail.com;Peking University
François Pachet;François.Pachet@gmail.com;University of Cambridge
Nilmini Wickramasinghe;Nilmini.Wickramasinghe@gmail.com;The University of Edinburgh
Thomas Hädrich;Thomas.Hädrich@gmail.com;Yale University
Ronald Maier;Ronald.Maier@gmail.com;Harvard University
Konstantinos Ergazakis;Konstantinos.Ergazakis@gmail.com;California Institute of Technology
Kostas S. Metaxiotis;Kostas.Metaxiotis@gmail.com;Imperial College London
Emmanouil Ergazakis;Emmanouil.Ergazakis@gmail.com;Tsinghua University
Vincent M. Ribière;Vincent.Ribière@gmail.com;University of Cambridge
Juan A. Román;Juan.Román@gmail.com;Massachusetts Institute of Technology
John Zeleznikow;John.Zeleznikow@gmail.com;Tsinghua University
Irena M. Ali;Irena.Ali@gmail.com;University of Oxford
Leoni Warne;Leoni.Warne@gmail.com;Politecnico di Milano
Celina Pascoe;Celina.Pascoe@gmail.com;Politecnico di Milano
Matteo Cristani;Matteo.Cristani@gmail.com;Princeton University
Roberta Cuel;Roberta.Cuel@gmail.com;University of Oxford
Torgeir Dingsøyr;Torgeir.Dingsøyr@gmail.com;ETH Zurich
Jean-Yves Fortier;Jean-Yves.Fortier@gmail.com;University of Oxford
Gilles Kassel;Gilles.Kassel@gmail.com;Massachusetts Institute of Technology
Frank Land;Frank.Land@gmail.com;EPFL
Urooj Amjad;Urooj.Amjad@gmail.com;National University of Singapore (NUS)
Sevasti-Melissa Nolas;Sevasti-Melissa.Nolas@gmail.com;University of Cambridge
Alfs T. Berztiss;Alfs.Berztiss@gmail.com;UCL
Uday R. Kulkarni;Uday.Kulkarni@gmail.com;University of Cambridge
Ronald D. Freeze;Ronald.Freeze@gmail.com;Yale University
Reed Nelson;Reed.Nelson@gmail.com;Massachusetts Institute of Technology
H. Y. Hsu;H..Hsu@gmail.com;University of Chicago
William King;William.King@gmail.com;Harvard University
David Dekker;David.Dekker@gmail.com;University of Chicago
Paul H. J. Hendriks;Paul.Hendriks@gmail.com;University of Oxford
Hamid R. Ekbia;Hamid.Ekbia@gmail.com;National University of Singapore (NUS)
